5;10;9.89;UPDATE;2114750;40
5;10;9.89;SCAN;1931411.44;40
6;180;171.54;UPDATE;1265603;40
6;180;171.54;SCAN;600066.07;40
7;675;492.54;UPDATE;25498.17;40
7;675;492.54;SCAN;82705.52;40
8;1190;518.63;UPDATE;18564.17;40
8;1190;518.63;SCAN;81817.83;40
9;1836;646;UPDATE;13580.58;40
9;1836;646;SCAN;65319.46;40
10;2494;657.34;UPDATE;35824.9;40
10;2494;657.34;SCAN;63474.8;40
11;3965;760.6;UPDATE;10614.39;40
11;3965;760.6;SCAN;53834.39;40
12;3991;400;UPDATE;2909;40
12;3991;400;SCAN;85401.28;40
13;4600;606.57;UPDATE;10323.29;40
13;4600;606.57;SCAN;71417.39;40
14;5455;787.29;UPDATE;9077.59;40
14;5455;787.29;SCAN;48283.42;40
15;5899;485.25;UPDATE;9431.54;40
15;5899;485.25;SCAN;86139.88;40
16;6449;552.76;UPDATE;8694;40
16;6449;552.76;SCAN;82434.92;40
17;7137;686.63;UPDATE;7214.38;40
17;7137;686.63;SCAN;61196.52;40
18;7799;662.66;UPDATE;10358.08;40
18;7799;662.66;SCAN;62652.78;40
19;8368;567.86;UPDATE;9238.3;40
19;8368;567.86;SCAN;68417.01;40
20;9048;682.05;UPDATE;7471.95;40
20;9048;682.05;SCAN;67505.57;40
21;9605;557;UPDATE;9844.06;40
21;9605;557;SCAN;73743.45;40
22;10174;566.17;UPDATE;23293.58;40
22;10174;566.17;SCAN;73677.66;40
23;10704;531.59;UPDATE;9888.18;40
23;10704;531.59;SCAN;76578.64;40
24;11313;610.22;UPDATE;7723.03;40
24;11313;610.22;SCAN;69862.45;40
25;11982;667.66;UPDATE;10618.84;40
25;11982;667.66;SCAN;60505.56;40
26;12739;757.76;UPDATE;15697.23;40
26;12739;757.76;SCAN;56385.69;40
27;13613;873.13;UPDATE;7997.98;40
27;13613;873.13;SCAN;46971.05;40
28;14287;675.35;UPDATE;7883.88;40
28;14287;675.35;SCAN;63271.9;40
29;15191;760.3;UPDATE;6950.4;40
29;15191;760.3;SCAN;54787.75;40
30;15957;944.51;UPDATE;5064;40
30;15957;944.51;SCAN;43610.99;40
31;16799;838.65;UPDATE;5296.92;40
31;16799;838.65;SCAN;49134.05;40
32;17941;846.55;UPDATE;4852.19;40
32;17941;846.55;SCAN;49844.88;40
33;18327;596.6;UPDATE;5110.31;40
33;18327;596.6;SCAN;69619.25;40
34;18966;639;UPDATE;9346.28;40
34;18966;639;SCAN;66294.89;40
35;19770;804;UPDATE;5964.74;40
35;19770;804;SCAN;49394.44;40
36;20345;575;UPDATE;5571.18;40
36;20345;575;SCAN;75131.33;40
37;21041;695.3;UPDATE;7841.68;40
37;21041;695.3;SCAN;61749.65;40
38;21686;645.65;UPDATE;9728.96;40
38;21686;645.65;SCAN;62961.45;40
39;22195;507.48;UPDATE;7731.31;40
39;22195;507.48;SCAN;81199.8;40
40;22865;672.02;UPDATE;5012.24;40
40;22865;672.02;SCAN;62945.77;40
41;23473;607.39;UPDATE;8045.08;40
41;23473;607.39;SCAN;70642.09;40
42;24280;805.39;UPDATE;6390.93;40
42;24280;805.39;SCAN;49760.88;40
43;24807;528.59;UPDATE;8635.34;40
43;24807;528.59;SCAN;80964.49;40
44;25451;643.36;UPDATE;16594.26;40
44;25451;643.36;SCAN;65105.11;40
45;25990;539;UPDATE;5909.16;40
