3;634;632.73;READ;16604.16;10
3;634;632.73;UPDATE;9155.86;10
4;2743;2113.23;READ;4644;10
4;2743;2113.23;UPDATE;6072.15;10
5;5468;2719.56;READ;3621.52;10
5;5468;2719.56;UPDATE;4196.29;10
6;8409;2941;READ;3346.36;10
6;8409;2941;UPDATE;4113.27;10
7;11788;3385.77;READ;2912.25;10
7;11788;3385.77;UPDATE;3563.14;10
8;14660;2872;READ;3434.81;10
8;14660;2872;UPDATE;4212.26;10
9;18546;3886;READ;2530.71;10
9;18546;3886;UPDATE;3020.23;10
10;22050;3500.5;READ;2832.89;10
10;22050;3500.5;UPDATE;3174.69;10
11;26782;4736.74;READ;2068.87;10
11;26782;4736.74;UPDATE;2667.88;10
12;31183;4401;READ;2217.49;10
12;31183;4401;UPDATE;2849.22;10
13;35230;4047;READ;2469.96;10
13;35230;4047;UPDATE;2666.06;10
14;40302;5072;READ;1960.21;10
14;40302;5072;UPDATE;2234.02;10
15;44248;3946;READ;2504.93;10
15;44248;3946;UPDATE;2919.04;10
16;51282;7034;READ;1388.48;10
16;51282;7034;UPDATE;1747.44;10
17;55587;4305;READ;2315.68;10
17;55587;4305;UPDATE;2715.22;10
18;62592;7005;READ;1413.46;10
18;62592;7005;UPDATE;1559.89;10
19;69354;6762;READ;1441.59;10
19;69354;6762;UPDATE;2055.33;10
20;76105;6751;READ;1463.27;10
20;76105;6751;UPDATE;1607.28;10
21;82095;5990;READ;1662.5;10
21;82095;5990;UPDATE;1879.48;10
22;86427;4327.67;READ;2261.64;10
22;86427;4327.67;UPDATE;2653.94;10
23;90242;3818.82;READ;2597.64;10
23;90242;3818.82;UPDATE;3160.03;10
24;94466;4224;READ;2077.84;10
24;94466;4224;CLEANUP;5.5;10
24;94466;4224;UPDATE;2160.45;10
25;97358;2883.35;READ;2812.02;10
25;97358;2883.35;CLEANUP;1;10
25;97358;2883.35;UPDATE;2493.92;10
26;99889;2538.62;READ;1572.02;10
26;99889;2538.62;CLEANUP;0.67;10
26;99889;2538.62;UPDATE;1739.03;10
26;100000;627.12;READ;1643.28;10
26;100000;627.12;CLEANUP;0;10
26;100000;627.12;UPDATE;717;10
