11;25;24.51;UPDATE;5509408.5;70
11;25;24.51;SCAN;4639695.76;70
12;254;234.15;UPDATE;813179.62;70
12;254;234.15;SCAN;1499500.45;70
13;656;402;UPDATE;54188.41;70
13;656;402;SCAN;159770.76;70
14;1044;380.77;UPDATE;25696.67;70
14;1044;380.77;SCAN;202755.66;70
15;1516;481.14;UPDATE;11754;70
15;1516;481.14;SCAN;138494.32;70
16;1857;341;UPDATE;13582;70
16;1857;341;SCAN;168958.85;70
17;2307;427.76;UPDATE;14223.53;70
17;2307;427.76;SCAN;209144.96;70
18;3115;850.53;UPDATE;13370.65;70
18;3115;850.53;SCAN;94547.34;70
19;3644;530.06;UPDATE;10253.2;70
19;3644;530.06;SCAN;126585.47;70
20;4051;407;UPDATE;9987.45;70
20;4051;407;SCAN;190705.32;70
21;4634;583;UPDATE;8525.15;70
21;4634;583;SCAN;125453;70
22;5225;590.41;UPDATE;30244.59;70
22;5225;590.41;SCAN;129587.45;70
23;5880;655.66;UPDATE;10344.51;70
23;5880;655.66;SCAN;100449.31;70
24;6306;424.73;UPDATE;6114.5;70
24;6306;424.73;SCAN;177683.64;70
25;6818;510.98;UPDATE;14341.24;70
25;6818;510.98;SCAN;154910.28;70
26;7497;681.73;UPDATE;14981.18;70
26;7497;681.73;SCAN;99187.56;70
27;8147;650.65;UPDATE;7981.4;70
27;8147;650.65;SCAN;116537.43;70
28;8930;783;UPDATE;8155;70
28;8930;783;SCAN;94193.96;70
29;9629;699;UPDATE;7086.52;70
29;9629;699;SCAN;105985.39;70
30;10300;671;UPDATE;6930.07;70
30;10300;671;SCAN;106284.14;70
31;10732;432;UPDATE;7183.58;70
31;10732;432;SCAN;154460.5;70
32;11873;882.44;UPDATE;55621.3;70
32;11873;882.44;SCAN;86654.77;70
33;12322;635.08;UPDATE;9815.45;70
33;12322;635.08;SCAN;123111.58;70
34;12932;610;UPDATE;10764.93;70
34;12932;610;SCAN;114544.46;70
35;13652;717.85;UPDATE;15683;70
35;13652;717.85;SCAN;102184.36;70
36;14354;704.11;UPDATE;15772.16;70
36;14354;704.11;SCAN;106434.04;70
37;15044;690;UPDATE;8874.41;70
37;15044;690;SCAN;99334.17;70
38;15887;842.16;UPDATE;9917.55;70
38;15887;842.16;SCAN;88853.5;70
39;16574;687.69;UPDATE;8608.14;70
39;16574;687.69;SCAN;101983.2;70
40;17300;726;UPDATE;8136.27;70
40;17300;726;SCAN;113001.77;70
41;18040;740;UPDATE;7507.64;70
41;18040;740;SCAN;91463.88;70
42;18757;717;UPDATE;7239.52;70
42;18757;717;SCAN;108407.24;70
43;19221;463.07;UPDATE;8606.19;70
43;19221;463.07;SCAN;117293.64;70
44;19656;414.29;UPDATE;6634.5;70
44;19656;414.29;SCAN;189088.57;70
45;20141;511.6;UPDATE;9942.95;70
45;20141;511.6;SCAN;147115.08;70
46;20547;406;UPDATE;9399.94;70
46;20547;406;SCAN;187258.88;70
47;21032;483.55;UPDATE;4811.74;70
47;21032;483.55;SCAN;136833.44;70
48;21623;592.78;UPDATE;6806.64;70
48;21623;592.78;SCAN;125802.57;70
49;21991;368;UPDATE;9271.25;70
49;21991;368;SCAN;213178.04;70
50;22557;566;UPDATE;5372.5;70
50;22557;566;SCAN;122621.47;70
51;23121;564;UPDATE;10538.15;70
51;23121;564;SCAN;151579.31;70
52;23808;687;UPDATE;8986.95;70
52;23808;687;SCAN;104544.94;70
53;24484;676;UPDATE;27772.72;70
53;24484;676;SCAN;101868.27;70
54;25170;686;UPDATE;6637.55;70
54;25170;686;SCAN;120224.67;70
55;25843;673;UPDATE;9437.08;70
55;25843;673;SCAN;103966.36;70
56;26624;781;UPDATE;5811.19;70
56;26624;781;SCAN;84499.21;70
57;27289;665;UPDATE;6012.13;70
57;27289;665;SCAN;124442.85;70
58;27888;599;UPDATE;5954.87;70
58;27888;599;SCAN;110619.95;70
59;28571;682.32;UPDATE;6409.87;70
59;28571;682.32;SCAN;115483.6;70
60;29044;473.47;UPDATE;10166.66;70
60;29044;473.47;SCAN;133322.82;70
61;29660;616;UPDATE;9290.36;70
